構想区域人口,手術総数,救急車の受入件数,施設全体_医師_常勤,新規入棟患者数のうち施設からの入院の割合,新規入棟患者数のうち他病棟、他院から転棟の割合,新規入棟患者のうち夜間・時間外に受診診察後直ちに入院となった患者の割合,病床利用率,平均存棟日数,院内総病床数,病床数の全体に占める割合,構想区域人口あたりの医師数,構想区域内の救急車受入数の最大割合
916760,0.0,55,5,9.235668789808917,50.0,0.0,48.082191780821915,22.040816326530614,80,50.0,2.167197521706881,11.943918756830236
916760,1825.0,2046,35,2.577125658389767,27.633559066967646,8.067023665572638,80.44893530448935,11.110798913552497,214,94.39252336448598,2.167197521706881,11.943918756830236
2752412,1951.0,2697,136,1.6126623861430494,14.275048529192174,6.614710180224062,68.61845598385898,9.644477611940298,350,73.71428571428572,2.0648434900007704,5.350266231810696
1475635,2356.0,3852,90,6.8786213044124205,14.455504382706879,10.743285446595879,68.78213548508162,10.873331355680806,381,76.64041994750656,1.4362630325249808,11.383744470270676
519577,4079.0,3872,83,2.1743332044839585,21.124855044453035,5.754385964912281,64.48130707762557,8.72996860661676,397,96.72544080604534,1.1719148461152054,29.571659623310897
1993903,3024.0,3514,54,5.920624593363696,10.572543916720885,11.906310995445674,77.35567514677103,10.284738596633872,224,100.0,1.4352252842791249,11.019536882580791
1170569,432.0,0,11,9.238665526090676,6.0735671514114635,0.0,80.88342186189544,22.844058428740624,114,85.96491228070175,1.4047869027797593,20.14174227173703
826161,938.0,1977,71,9.750390015600624,18.408736349453978,14.00437636761488,60.891498151772126,10.904984423676012,223,56.502242152466366,1.1325879580372349,24.94387067804221
519577,3174.0,2395,55,2.1626060771968247,4.160963591568573,11.73008486175746,70.54030990343588,10.729471239240333,305,100.0,1.1719148461152054,29.571659623310897
2752412,4689.0,8350,297,1.2287276525158197,17.693678196227804,11.68586879849518,81.60255207355976,9.328613894762649,685,74.59854014598541,2.0648434900007704,5.350266231810696
1525152,4142.0,4997,136,4.3158298198543505,26.255270218474514,6.302439024390244,66.1407192614072,7.990738503664331,461,89.15401301518438,1.147295482679759,9.988618005580848
716073,433.0,117,8,0.9589041095890412,5.47945205479452,3.4588777863182165,45.679378008145136,16.959450171821306,192,38.54166666666667,1.2895333297024185,24.66833423044043
749421,1237.0,1264,20,9.28636779505947,8.096980786825252,2.7131782945736433,81.24596457551696,10.639396709323583,173,90.7514450867052,0.9096355719949134,19.785596726124282
749421,1094.0,1137,49,2.5404157043879905,8.314087759815243,10.030333670374116,67.72978347326557,14.301142990436203,274,90.51094890510949,0.9096355719949134,19.785596726124282
216738,522.0,908,13,4.9434187016081,23.34723049434187,2.592301649646504,74.14694894146949,14.180410836558499,198,44.44444444444444,0.7400640404543735,72.37026647966339
332149,817.0,2277,27,9.221689413500552,12.246403541128736,10.108092316681274,84.87040504582635,15.874285714285714,367,37.87465940054496,2.592210122565475,31.566005839864765
247904,262.0,1258,13,3.864734299516908,34.64458247066943,10.691633947447901,97.24505327245053,8.973314606741573,189,19.047619047619047,1.01006841357945,37.806973218797374
155308,536.0,516,23,11.934156378600823,11.405055849500293,5.272485600354453,77.16373124592303,17.349955998826637,218,48.1651376146789,0.9638911067040976,83.7081837081837
226694,35.0,0,10,0.0,57.2107765451664,0.0,5.47945205479452,1.6051364365971108,168,29.761904761904763,1.3604241841425004,57.04953728905825
729320,161.0,273,9,14.605067064083457,6.855439642324888,4.67877094972067,85.08371385083714,20.87378640776699,152,29.605263157894733,2.2814402457083314,14.659747611746669
236868,401.0,655,29,15.645449137418204,19.33372992266508,9.383116883116884,86.0078277886497,15.682426404995539,240,35.0,1.495769795835655,34.68007140843747
167931,223.0,406,6,12.444933920704845,2.643171806167401,21.273516642547033,49.24102184376157,14.794215795328142,110,67.27272727272728,0.6246613192323037,43.99529042386185
236868,315.0,790,12,13.463414634146343,5.463414634146342,12.79926335174954,89.81269220016775,15.72491434165443,155,31.61290322580645,1.495769795835655,34.68007140843747
181456,1152.0,1247,34,3.68567454798331,2.364394993045897,10.390946502057613,59.30436643835616,9.536052314575805,175,73.14285714285715,0.5698351115421921,34.97896213183731
740743,60.0,279,5,5.9375,0.0,20.9375,47.6986301369863,10.872755659640905,40,100.0,3.4449194929955467,9.276815596248552
129404,1307.0,1841,46,3.7001209189842807,25.102781136638452,11.280931586608443,68.35228218068882,14.942531522793404,300,82.33333333333333,1.3075329974343914,38.08440215142739
157989,1260.0,984,37,4.931426903997665,14.298220017508022,9.169737697810536,54.2937595129376,10.364957140781636,373,48.257372654155496,1.3532587711802722,83.61581920903954
166529,90.0,581,11,9.81941309255079,14.89841986455982,5.432595573440644,39.895890410958906,15.828260869565218,199,50.25125628140704,0.7410120759747553,83.19845857418112
259990,55.0,286,6,6.229508196721312,45.08196721311475,7.372654155495978,74.84246575342466,20.636449480642113,90,44.44444444444444,1.2846647947998,55.047952975146956
125074,340.0,555,12,11.647429171038825,3.882476390346275,3.523194362889019,65.20547945205479,12.952380952380953,149,34.899328859060404,1.3320114492220605,51.08245048364809
1070780,557.0,0,8,0.0,0.0,0.0,21.141552511415526,7.325949367088608,60,100.0,2.041128896692131,12.205722564288301
465894,3908.0,805,417,0.21518987341772153,17.189873417721518,2.119909232055416,79.86916051984545,11.523501837070823,713,43.75876577840112,2.9506711827153818,11.872692104800423
3777491,7977.0,4518,393,0.4289704708699122,18.44074221867518,9.749225133840518,83.74224883879943,8.858803282368493,676,85.94674556213018,1.054112372471569,8.412692883764674
256403,1708.0,809,56,1.9913023575188828,12.542915999084459,11.215381094071871,70.05372011818426,11.963761467889908,204,100.0,1.3299376372351337,53.69665894806484
506835,662.0,1191,48,0.9028146574614976,12.002124269782263,7.362155388471178,71.08362298098548,9.226910828025478,237,56.540084388185655,1.2327483303244644,20.594381239842114
1754911,3705.0,2881,70,1.632174098570514,7.883507574141242,7.126720065721914,61.03802851267036,9.364778865179956,444,88.51351351351352,1.1357840938942203,8.645219174570624
1711269,3714.0,5336,112,5.8255517826825125,21.052631578947366,12.150966554157717,106.10567514677103,10.667552908646178,330,78.48484848484848,1.1898187836044478,11.261237393807733
125074,50.0,718,19,12.136627906976743,3.2703488372093026,6.104651162790697,90.7858687815429,13.75673707210488,193,29.533678756476682,1.3320114492220605,51.08245048364809
82754,1418.0,1071,30,2.0697585281717132,18.80030663089306,10.4829436565734,63.56284022252797,10.159479873792906,229,100.0,1.1878579887377043,90.22746419545071
531855,1544.0,541,26,2.0713463751438432,18.958573072497124,2.477538796624013,77.3082191780822,12.941952128421958,252,63.492063492063494,1.7786802793994603,26.106763854646804
1475635,3254.0,3067,78,4.742563612471628,12.304384183490622,9.453125,66.69961120598815,10.970178688818502,383,98.43342036553526,1.4362630325249808,11.383744470270676
61114,399.0,441,11,13.735108619481428,4.344779257182902,15.697266993693063,73.03835616438356,18.597139867457273,100,100.0,1.3041201688647446,37.06859821048147
818320,982.0,1192,31,3.508771929824561,2.249212775528565,20.138470800722455,67.267483777938,9.650393049234589,199,47.73869346733669,1.2838498386939095,18.736433750519556
68124,1630.0,2876,53,6.2738679759956355,16.730314602655028,16.472176680489923,67.78168256472782,8.604934899389967,328,58.23170731707317,1.0847865656743587,100.0
476915,308.0,573,11,22.08915502328676,4.524284763805722,11.466897446992643,90.68949771689498,13.236254581806065,150,40.0,4.089827327720873,15.630176178286403
519577,61.0,115,2,13.94658753709199,24.03560830860534,6.493506493506493,0.0,0.0,119,50.42016806722689,1.1719148461152054,29.571659623310897
519577,1416.0,1142,40,1.937984496124031,4.879160966712266,14.04816513761468,59.824657534246576,11.205610673965104,329,68.38905775075987,1.1719148461152054,29.571659623310897
729320,2289.0,2462,63,4.41972779159959,15.922727937948192,9.118991721240578,78.5551330798479,11.009416745747865,275,95.63636363636364,2.2814402457083314,14.659747611746669
465839,189.0,444,10,14.583333333333334,2.7777777777777777,5.4945054945054945,86.25875190258752,16.331988472622477,131,34.35114503816794,0.8481471066183811,44.960868870787415
729320,25.0,98,6,10.651499482936918,3.8262668045501553,4.653567735263702,76.13698630136986,17.287713841368586,60,100.0,2.2814402457083314,14.659747611746669
142818,2062.0,3204,77,3.943344600032191,2.623531305327539,8.859162039374054,68.58854195552104,9.947876447876448,413,59.80629539951574,0.902547297959641,82.32271325796505
119577,1048.0,799,20,0.1511030522816561,22.484134179510427,0.0,64.8747076511861,11.760751059963658,164,100.0,0.9299447218110506,34.99354838709677
427880,45.0,353,9,10.644257703081232,13.025210084033615,6.520090978013647,59.76438356164383,15.106648199445983,149,33.557046979865774,0.6176965504347013,36.04865085854456
818320,518.0,427,21,10.83086053412463,1.3353115727002967,22.694242593627724,68.44748858447488,16.293478260869566,140,64.28571428571429,1.2838498386939095,18.736433750519556
379043,1784.0,2605,57,4.009077155824508,1.9162884518406456,4.853128991060025,47.136727836650294,11.539610225259429,316,83.86075949367088,0.872988025105331,34.42273534635879
39550,45.0,187,3,22.940226171243943,6.623586429725363,9.693053311793214,54.3013698630137,18.981644054269754,60,100.0,0.48040455120101133,57.340720221606645
61114,499.0,401,13,11.935483870967742,2.849462365591398,17.8494623655914,77.56164383561644,15.25323275862069,100,100.0,1.3041201688647446,37.06859821048147
201846,3407.0,3766,109,3.866943866943867,21.87110187110187,14.765728541358072,83.42945205479452,10.750364061603635,446,89.68609865470853,0.8679884664546237,57.760736196319016
117998,537.0,538,16,6.931818181818182,6.534090909090909,8.409173643975246,61.89891355692017,15.48021264028352,174,66.66666666666666,1.1822234275157206,53.274500696702276
117998,961.0,2294,44,3.6709590620795693,39.15049010186431,12.504301938740392,78.38077910958904,14.083068935679261,330,77.57575757575756,1.1822234275157206,53.274500696702276
66034,1737.0,4063,78,3.9770504629025947,20.028686921371758,16.844032497997482,76.68539586719294,10.076392702422357,395,74.68354430379746,1.9383953720810492,84.2771209292678
465894,1415.0,1848,42,3.0355809902960935,6.942025379447624,12.844225236333745,72.49563109532669,16.038912446994264,299,81.27090301003344,2.9506711827153818,11.872692104800423
628495,3178.0,4288,87,4.510869565217392,26.83876811594203,19.24560651521646,72.60207955108105,10.57137364221859,468,88.67521367521368,0.625780634690809,48.892718105814026
157989,323.0,205,9,0.8,20.32,3.8289725590299937,53.832982086406744,16.237584425903854,149,69.79865771812081,1.3532587711802722,83.61581920903954
157989,3836.0,6068,136,2.9704964253348103,23.774040882086396,12.69734632180047,82.64119759717764,13.097622405802941,463,93.08855291576674,1.3532587711802722,83.61581920903954
157989,0.0,0,8,0.468384074941452,27.86885245901639,0.0,42.56142639704284,22.786961583236323,99,63.63636363636363,1.3532587711802722,83.61581920903954
50612,0.0,634,8,17.414965986394556,4.217687074829931,13.030303030303031,82.24945926459985,11.672578444747613,98,58.16326530612245,0.9483916857662213,67.86619361378611
112783,1755.0,1645,57,4.575721359057538,20.40293665699163,8.536793580331228,70.36073059360731,13.110695141665957,300,100.0,0.7403598059991311,73.79991027366532
167931,775.0,509,8,7.7416399450297755,42.647732478240954,4.260192395785616,78.77625570776256,14.346777546777547,151,79.47019867549669,0.6246613192323037,43.99529042386185
410235,743.0,1096,19,3.749300503637381,3.917179630665921,4.594017094017095,64.4572101929592,12.243984331281478,180,51.66666666666667,0.7242190451814204,25.060623797976415
379043,1818.0,1602,41,6.462715105162524,32.60038240917782,5.989245318004821,48.649305717892375,9.968959570799004,309,94.8220064724919,0.872988025105331,34.42273534635879
475816,5905.0,7106,189,2.7580956842536746,26.26925103940973,24.376227897838902,88.21917808219177,10.534515553214526,602,92.85714285714286,1.989634648687728,49.094331942607106
401760,1408.0,6050,42,3.1016949152542375,12.40677966101695,14.00567797755847,76.7464283614557,11.046627739697046,323,72.13622291021672,0.8883412982875348,41.86851211072664
1540389,180.0,358,15,11.755952380952381,30.877976190476193,4.525455688246386,66.20672478206724,19.77827380952381,170,64.70588235294117,1.7206692595182127,10.48794255072282
57955,66.0,284,5,23.308270676691727,7.368421052631578,11.600000000000001,77.36986301369863,21.10612855007474,110,45.45454545454545,1.4528513501854887,80.81023454157783
1525152,111.0,211,12,15.51155115511551,26.4026402640264,7.887579329102448,68.09962640099626,21.96144578313253,178,30.89887640449438,1.147295482679759,9.988618005580848
359223,163.0,1812,15,17.794604827259818,19.734973970657833,11.032028469750891,61.856925418569254,14.497027348394768,378,35.71428571428571,1.5870364648143354,28.72184257150089
373497,568.0,1149,23,6.7438349270256674,10.015098137896326,10.778061224489797,52.417482061317685,10.153651756381096,267,39.325842696629216,0.8080386187840867,44.341654039397085
101082,401.0,677,22,3.937881308929562,6.322795341098169,11.339421613394215,49.720071471113755,9.214128035320089,180,51.111111111111114,1.369185413822441,72.87266143633072
1754911,2057.0,3319,617,0.1213101496158512,0.5256773150020219,3.1407280246576414,69.21765601217656,4.604698258404213,926,4.859611231101512,1.1357840938942203,8.645219174570624
716073,2670.0,95,105,0.3070121576814442,17.05759548078104,0.589622641509434,60.34480074719801,9.508922548598761,360,97.77777777777777,1.2895333297024185,24.66833423044043
818320,0.0,0,216,8.29310124164163,17.59289694723542,9.024316400220012,0.0,17.78386165132683,720,76.11111111111111,1.2838498386939095,18.736433750519556
101082,2084.0,2415,76,2.5145617275181134,16.962636738173035,13.92896781354051,79.68260532437323,11.259751643535427,316,83.86075949367088,1.369185413822441,72.87266143633072
716073,2694.0,1620,104,1.4584346135148274,16.577540106951872,7.185990338164252,53.24687593936531,10.075241732347445,345,92.46376811594203,1.2895333297024185,24.66833423044043
127340,2588.0,3104,141,2.740542150729818,22.713732499255286,9.504388686940333,71.82587110416475,11.700614048225251,396,75.25252525252525,1.5085597612690436,67.27351538794973
818320,60.0,0,6,0.0,0.0,0.0,44.893150684931506,35.69934640522876,50,100.0,1.2838498386939095,18.736433750519556
1754911,3969.0,3814,158,2.704314973155697,16.812487572081924,7.100436681222708,71.16601867664693,9.719418391146842,400,94.25,1.1357840938942203,8.645219174570624
1155470,30.0,60,7,8.70488322717622,54.56475583864119,8.81057268722467,74.23287671232876,22.913319238900634,86,46.51162790697674,3.779068257938328,4.6812581991063595
76958,432.0,55,6,15.280898876404494,28.01498127340824,0.0,44.04494382022472,10.810729127313941,180,49.44444444444444,1.915330439980249,56.493506493506494
158181,55.0,0,0,30.18867924528302,4.716981132075472,1.5723270440251573,863.5118306351183,330.1904761904762,33,100.0,1.1531094126348929,23.6163573657415
401760,0.0,0,0,8.29310124164163,17.59289694723542,9.024316400220012,93.12382487241472,17.78386165132683,90,56.666666666666664,0.8883412982875348,41.86851211072664
505512,0.0,65,4,2.3504273504273505,59.18803418803419,10.683760683760683,69.67824147817777,23.825708061002178,43,100.0,1.0310338824795455,22.857466961601723
80969,938.0,1638,29,4.104938271604938,13.179012345679011,14.40501043841336,69.18054302354196,14.009634551495017,257,64.98054474708171,0.7595499512158975,50.44656606097937
80969,1469.0,1609,25,5.816179990426041,21.182383915749163,12.282970077576653,353.1575342465753,37.04982035928144,222,54.054054054054056,0.7595499512158975,50.44656606097937
820860,2938.0,0,8,0.0,0.0,0.0,63.227739726027394,2.093550673281361,32,100.0,1.0186877177594231,22.799317239697633
172775,245.0,513,20,17.48310810810811,5.658783783783783,9.783089862771138,76.2172554674357,13.483843537414966,199,28.643216080402013,3.461727680509332,53.093709884467266
172775,1003.0,451,24,12.837837837837837,4.054054054054054,9.111470113085621,51.83931045097737,7.111486486486487,183,48.63387978142076,3.461727680509332,53.093709884467266
359223,3906.0,3368,87,3.072061792328623,17.782849117879397,7.722037566669243,66.10647065374764,10.880711241464644,527,93.35863377609108,1.5870364648143354,28.72184257150089
359223,524.0,2981,119,0.07961783439490447,15.36624203821656,4.6821419150619885,93.70433789954339,13.10215482841181,480,10.0,1.5870364648143354,28.72184257150089
359223,697.0,795,19,4.252998909487459,5.9432933478735,10.175106483672504,63.03179116050659,13.293540474243663,199,53.266331658291456,1.5870364648143354,28.72184257150089
359223,540.0,346,27,20.978363123236125,8.701787394167452,4.233301975540922,94.97260273972603,19.50210970464135,120,100.0,1.5870364648143354,28.72184257150089
359223,77.0,50,7,2.3455824863174355,3.9093041438623923,3.1274433150899137,68.08726534753932,20.919719407638347,150,72.0,1.5870364648143354,28.72184257150089
701627,6195.0,8638,197,0.9941829719725013,26.99629825489159,11.261722429255908,84.03158295281582,9.438401538625921,698,82.52148997134671,1.109991491205441,33.53000543436069
1155470,70.0,163,7,17.362270450751254,19.198664440734557,8.746355685131196,83.76536705303828,19.84026622296173,146,26.71232876712329,3.779068257938328,4.6812581991063595
1155470,383.0,40,6,9.77620730270907,10.954063604240282,0.0,81.70776255707763,20.990029325513195,60,100.0,3.779068257938328,4.6812581991063595
62140,40.0,162,3,10.650887573964498,2.9585798816568047,16.272189349112427,21.774298760600132,9.861152141802068,42,100.0,0.7032507241712264,72.65774378585085
76958,1616.0,2349,58,3.3101045296167246,34.390243902439025,10.365788631758559,91.67906066536204,8.173063503140265,253,55.33596837944664,1.915330439980249,56.493506493506494
668916,662.0,229,23,22.4855186940495,8.794102159031068,2.8048305414881183,103.80365296803653,11.936466264111315,126,47.61904761904761,2.6157245453838747,15.668319979651532
332149,249.0,623,13,8.29310124164163,17.59289694723542,9.024316400220012,54.11350293542075,17.78386165132683,189,55.55555555555555,2.592210122565475,31.566005839864765
740743,979.0,83,6,4.009575104727707,21.603830041891083,2.9922202274087373,92.87671232876713,15.663366336633663,77,100.0,3.4449194929955467,9.276815596248552
716073,3893.0,7791,240,1.1326491828202203,27.700494108703914,6.781950824101594,91.86602071500168,8.46178111175226,600,54.66666666666667,1.2895333297024185,24.66833423044043
131669,66.0,118,4,29.40340909090909,3.5511363636363638,3.9946737683089215,62.32876712328767,16.67371388301621,92,56.52173913043478,0.9607424678550001,23.513513513513516
264135,228.0,355,13,14.307342922028765,5.753217259651779,7.891705069124424,64.95946323734974,17.464111236377303,139,70.50359712230215,1.499990535143014,38.687744348121704
233055,0.0,131,0,6.565656565656567,12.878787878787879,13.88888888888889,85.5976363147999,40.751918158567776,51,100.0,0.9602883439531442,32.00323537341602
233055,50.0,82,14,15.412844036697248,63.30275229357798,3.2658393207054215,90.69974083672714,22.372602739726027,270,13.703703703703704,0.9602883439531442,32.00323537341602
351579,167.0,0,3,0.0,0.0,18.243243243243242,75.42465753424658,5.091861898890259,30,100.0,0.709940013482034,41.49096385542169
129619,774.0,754,17,6.052767718572167,6.725297465080186,8.729192042224929,7.639269406392694,1.6911801870103613,160,75.0,1.224357540175437,42.39811912225706
224094,1070.0,2702,52,4.546536538919304,11.854320399904784,16.28191675410983,74.50174590384098,13.167339188226917,300,68.0,0.9937793961462601,37.98678476029805
259195,1144.0,513,11,1.1494252873563218,5.427841634738186,4.2212518195050945,88.19634703196347,14.376628209899517,360,16.666666666666664,1.0598198267713497,45.58512885509084
2396732,30.0,60,1,1.9867549668874174,3.1788079470198674,6.57030223390276,66.78995433789954,19.233399079552925,99,60.60606060606061,1.7121230074952059,7.814305820965546
129619,35.0,60,1,18.617021276595743,37.765957446808514,13.297872340425531,62.61327713382507,47.15873015873016,39,100.0,1.224357540175437,42.39811912225706
2396732,1705.0,6829,95,5.229540918163673,19.667332002661343,12.273420294765373,82.06046291922532,11.561426860109144,450,64.44444444444444,1.7121230074952059,7.814305820965546
2396732,293.0,170,24,0.10828370330265295,16.080129940443964,0.709891150023663,91.18306351183064,10.559561580617249,105,52.38095238095239,1.7121230074952059,7.814305820965546
205748,193.0,339,6,0.11507479861910241,23.24510932105869,4.113345521023766,88.86497064579257,15.785631517960603,80,52.5,1.1227326632579662,48.97158482939009
1070780,1657.0,3361,81,1.5716374269005846,9.667397660818713,19.55656623081296,61.06122103838999,11.901277297074577,350,92.57142857142857,2.041128896692131,12.205722564288301
1070780,4132.0,1773,121,0.8309572301425662,24.74134419551935,4.7032561003771844,57.62098876617529,9.904106240834285,620,93.2258064516129,2.041128896692131,12.205722564288301
1070780,60.0,0,5,1.3986013986013985,0.0,0.0,43.513698630136986,44.58245614035088,165,24.242424242424242,2.041128896692131,12.205722564288301
1070780,4156.0,5661,101,5.118491052716427,22.819603417701114,17.852252252252253,95.96411119122007,9.645088566827697,360,95.0,2.041128896692131,12.205722564288301
2396732,889.0,444,16,3.429951690821256,23.381642512077295,6.328502415458938,36.78790741615494,9.412617839013778,145,100.0,1.7121230074952059,7.814305820965546
60324,853.0,906,12,14.386459802538788,3.7611659614480484,2.8528528528528527,85.2937595129376,13.160638797557539,182,49.45054945054945,1.6477687156024137,50.14291547570436
2501526,30.0,60,2,5.232558139534884,48.837209302325576,9.689922480620156,89.7418335089568,33.43081452404318,52,100.0,1.437002853458249,11.79884939387713
516816,60.0,103,5,15.683453237410072,10.215827338129497,0.0,78.31232876712329,41.128057553956836,50,100.0,2.473027150862202,21.976645794550688
264135,4781.0,4552,170,1.6280217069560927,20.695609274790332,6.349094496511874,10.88159500881595,1.339398998330551,450,89.77777777777777,1.499990535143014,38.687744348121704
531855,1185.0,2447,21,7.574514629477715,8.176100628930817,16.45891630628339,74.94508206836974,16.524625850340136,300,74.0,1.7786802793994603,26.106763854646804
459608,259.0,526,8,5.88235294117647,3.0501089324618738,8.388814913448735,80.89497716894978,13.487628473543966,92,65.21739130434783,2.1078832396302936,26.374041001131932
637742,60.0,81,0,20.222929936305732,22.929936305732486,0.0,71.15981735159816,24.8548644338118,60,100.0,1.956433792975843,14.427979604843848
307771,281.0,377,9,8.722264728385616,15.837796480489672,6.2739097169089515,43.66968936909126,17.304281345565748,187,75.93582887700535,1.3890197581968413,26.763218784814462
110589,447.0,988,8,17.85986290936786,18.01218583396801,6.539705353934602,93.37260273972603,13.008015267175573,150,66.66666666666666,1.4992449520295872,29.894459102902378
2396732,0.0,20,12,0.0,0.0,0.0,32.317351598173516,3.4757519950890114,24,100.0,1.7121230074952059,7.814305820965546
2396732,2393.0,2448,232,0.5617977528089888,5.366137156141031,5.27230303331182,80.7292099072921,11.308974607482071,874,22.65446224256293,1.7121230074952059,7.814305820965546
2396732,713.0,41,7,2.876318312559923,1.2464046021093003,2.3969319271332696,39.75342465753425,5.5727316370619295,40,100.0,1.7121230074952059,7.814305820965546
208460,55.0,81,0,1.3490725126475547,10.45531197301855,5.012531328320802,48.602739726027394,8.989864864864865,70,42.857142857142854,0.9579775496498129,48.23278488726386
2396732,364.0,245,43,1.7510944340212633,7.129455909943714,5.366795366795367,57.165144596651444,9.412907268170427,212,33.9622641509434,1.7121230074952059,7.814305820965546
21139,103.0,539,9,11.710526315789474,4.473684210526316,23.94736842105263,32.63825469304921,17.327946127946127,146,73.97260273972603,0.7379724679502342,81.79059180576631
43050,0.0,321,5,14.677419354838708,5.483870967741936,11.29032258064516,45.34703196347032,15.73851030110935,60,100.0,0.9454123112659699,77.31448763250883
501367,0.0,0,3,8.29310124164163,17.59289694723542,9.024316400220012,100.0,17.78386165132683,5,100.0,1.6875861394946219,21.46898658520388
465894,648.0,863,23,5.615640599001663,2.3710482529118138,3.359073359073359,63.57544101704937,13.381041277743206,222,62.61261261261262,2.9506711827153818,11.872692104800423
32261,492.0,1450,18,14.922600619195048,5.201238390092879,14.435093088497833,86.6397095230236,16.247291860105232,272,61.029411764705884,0.9454139673289731,100.0
244008,562.0,991,14,10.010319917440661,5.41795665634675,14.056040422599908,51.91080891910809,13.40805785123967,183,74.86338797814207,0.3557260417691223,49.32055749128919
208460,1666.0,3166,119,0.3585582185317984,19.531987167390074,6.475134898643723,70.38988408851422,10.198473282442748,490,42.44897959183673,0.9579775496498129,48.23278488726386
858535,2429.0,2606,94,2.391904323827047,9.398957375038332,9.143549690277403,68.62921761515125,11.436800980542362,372,80.10752688172043,2.3807998509088155,11.748211639874457
947858,1877.0,1084,80,5.750873108265425,6.728754365541327,5.055555555555555,59.735682819383264,11.504881450488146,329,68.9969604863222,4.907802645543953,18.308586413409405
725493,2580.0,4879,661,0.6244579358196011,21.99479618386817,9.108159392789373,64.68839122913647,11.960753803596127,1143,25.634295713035872,1.7827877043610343,25.093058185855156
110589,1343.0,417,16,3.823109843081313,18.145506419400856,9.616951915240424,83.6986301369863,6.606345141556409,120,63.333333333333336,1.4992449520295872,29.894459102902378
69947,65.0,372,4,20.12987012987013,3.463203463203463,8.333333333333332,79.94520547945206,17.350270270270272,55,100.0,0.4789340500664789,45.38411878631375
69699,202.0,314,4,14.80865224625624,9.317803660565724,7.361963190184049,82.02054794520548,15.913621262458472,120,26.666666666666668,0.8723224149557383,45.46640574037834
198888,50.0,0,10,5.546218487394958,67.73109243697479,0.0,80.24135681669928,20.570234113712374,170,24.705882352941178,0.7496681549414745,27.35363924050633
1525152,315.0,74,4,0.0,39.042357274401475,14.732965009208105,63.36670179135932,26.288524590163934,52,100.0,1.147295482679759,9.988618005580848
2396732,131.0,229,6,4.778156996587031,10.580204778156997,9.385665529010238,55.61643835616438,38.10580204778157,95,57.89473684210527,1.7121230074952059,7.814305820965546
740743,326.0,55,21,12.240868706811451,17.5715695952616,2.4752475247524752,91.13140537798073,17.627085377821395,154,35.064935064935064,3.4449194929955467,9.276815596248552
691582,30.0,70,9,17.102137767220903,54.156769596199524,12.578616352201259,95.44310875034945,40.54631828978622,79,62.0253164556962,1.0561292804034808,45.640885487838204
198888,133.0,0,0,2.684563758389262,29.977628635346754,0.0,96.32463168777461,41.501113585746104,155,34.193548387096776,0.7496681549414745,27.35363924050633
336493,1133.0,2090,23,8.797437161163135,10.892065056678167,11.163134549038936,81.18269361182693,14.710248218235439,202,100.0,1.53465302398564,25.299917431638253
793551,55.0,67,8,24.88262910798122,39.593114241001565,14.913176710929521,88.70463830809902,29.15481832543444,113,50.442477876106196,1.2755323854421456,19.66480446927374
697598,498.0,482,11,7.062528115159694,13.270355375618534,13.168187744458931,82.55613613896342,13.107174887892377,135,71.85185185185185,2.2776728144289407,33.02686136650442
336493,60.0,143,11,8.13953488372093,39.14728682170542,5.555555555555555,38.94324853228963,15.471331389698737,223,25.112107623318387,1.53465302398564,25.299917431638253
727642,30.0,55,7,6.169665809768637,3.0848329048843186,0.0,62.906491959499704,37.9245960502693,99,46.464646464646464,1.0146473128269122,27.34829592684954
1754911,0.0,25,1,8.29310124164163,17.59289694723542,9.024316400220012,68.32876712328768,17.78386165132683,60,41.66666666666667,1.1357840938942203,8.645219174570624
1540389,2810.0,5123,41,7.433909759491154,23.335321009739616,20.660741237632063,70.41095890410959,15.15032422872863,347,86.45533141210375,1.7206692595182127,10.48794255072282
858535,995.0,2648,33,8.157614483493077,32.86474973375932,3.0735852467908154,80.99538789839609,14.200096548394884,248,80.24193548387098,2.3807998509088155,11.748211639874457
346482,559.0,1360,21,7.95601552393273,9.055627425614489,24.702939337085677,83.45154269619766,21.101974749109743,199,53.768844221105525,1.5995058906378976,45.887945670628184
3777491,4160.0,50,16,0.11335298118340513,0.3854001360235774,1.020176830650646,73.44339070366468,7.105573176257363,117,100.0,1.054112372471569,8.412692883764674
413354,35.0,450,0,14.042553191489363,27.801418439716315,16.453900709219855,95.84657534246575,24.98857142857143,50,100.0,2.6880107607522854,29.01183917477435
2396732,113.0,211,0,21.40221402214022,9.22509225092251,16.605166051660518,57.74429223744293,48.73217726396917,60,100.0,1.7121230074952059,7.814305820965546
2396732,970.0,91,7,0.40257648953301123,3.140096618357488,0.0,66.44458281444582,16.985276561878234,88,100.0,1.7121230074952059,7.814305820965546
364282,41.0,35,3,13.216957605985039,8.478802992518704,0.0,51.72478206724782,20.638509316770186,98,44.89795918367347,1.067030487369675,35.48442168160478
413354,149.0,380,15,6.506024096385541,33.25301204819277,3.678929765886288,75.53424657534246,16.568509615384617,162,30.864197530864196,2.6880107607522854,29.01183917477435
2396732,461.0,1148,11,2.220324508966695,36.84884713919727,9.740490579452542,75.23561643835616,11.795962199312715,145,68.9655172413793,1.7121230074952059,7.814305820965546
691582,589.0,0,7,6.351791530944626,16.205211726384363,0.0,125.39269406392695,22.083634901487738,99,60.60606060606061,1.0561292804034808,45.640885487838204
