TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
休日に受診した患者延べ数,休日に受診した患者延べ数_うち診察後直ちに入院となった患者延べ数,夜間・時間外に受診した患者延べ数,夜間・時間外に受診した患者延べ数_うち診察後直ちに入院となった患者延べ数,救急車の受入件数,施設全体_医師_常勤,施設全体_医師_非常勤,,,,,,,,,,,,,うち、予定外の救急医療入院の患者（年間）,在棟患者延べ数（年間）,退棟患者数（年間）,新規入棟患者数（年間）.1,うち、院内の他病棟からの転棟（年間）,うち、家庭からの入院（年間）,うち、他の病院、診療所からの転院（年間）,うち、介護施設、福祉施設からの入院（年間）,うち、介護医療院からの入院（年間）,うち、院内の出生（年間）,うち、その他（年間）,構想区域人口
0,0,0,0,0,2,3,,,,,,,,,,,,,,,,,,,,,,,,
3875,458,3804,866,3741,45,28,,,,,,,,,,,,,,,,,,,,,,,,
3875,458,3804,866,3741,45,28,,,,,,,,,,,,,,,,,,,,,,,,
3875,458,3804,866,3741,45,28,,,,,,,,,,,,,,,,,,,,,,,,
3875,458,3804,866,3741,45,28,,,,,,,,,,,,,,,,,,,,,,,,
3875,458,3804,866,3741,45,28.2,,,,,,,,,,,,,,,,,,,,,,,,
3875,458,3804,866,3741,45,28.2,,,,,,,,,,,,,,,,,,,,,,,,
3875,458,3804,866,3741,45,28.2,,,,,,,,,,,,,,,,,,,,,,,,
3875,458,3804,866,3741,45,28.2,,,,,,,,,,,,,,,,,,,,,,,,
3875,458,3804,866,3741,45,28.2,,,,,,,,,,,,,,,,,,,,,,,,
3875,458,3804,866,3741,45,28.2,,,,,,,,,,,,,,,,,,,,,,,,
39,0,5,0,60,3,3.7,,,,,,,,,,,,,,,,,,,,,,,,
2899,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2899,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
2196,580,2055,545,4677,55,9.5,,,,,,,,,,,,,,,,,,,,,,,,
2196,580,2055,545,4677,55,9.5,,,,,,,,,,,,,,,,,,,,,,,,
2196,580,2055,545,4677,55,9.5,,,,,,,,,,,,,,,,,,,,,,,,
2196,580,2055,545,4677,55,9.5,,,,,,,,,,,,,,,,,,,,,,,,
2196,580,2055,545,4677,55,9,,,,,,,,,,,,,,,,,,,,,,,,
2196,580,2055,545,4677,55,9,,,,,,,,,,,,,,,,,,,,,,,,
2196,580,2055,545,4677,55,9,,,,,,,,,,,,,,,,,,,,,,,,
2312,332,3690,512,2646,51,5,,,,,,,,,,,,,,,,,,,,,,,,
2312,332,3690,512,2646,51,5,,,,,,,,,,,,,,,,,,,,,,,,
2312,332,3690,512,2646,51,5,,,,,,,,,,,,,,,,,,,,,,,,
2312,332,3690,512,2646,51,5,,,,,,,,,,,,,,,,,,,,,,,,
2312,332,3690,512,2646,51,5.2,,,,,,,,,,,,,,,,,,,,,,,,
2312,332,3690,512,2646,51,5.2,,,,,,,,,,,,,,,,,,,,,,,,
2312,332,3690,512,2646,51,5.2,,,,,,,,,,,,,,,,,,,,,,,,
2312,332,3690,512,2646,51,5,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,
275,15,337,15,76,4,5.5,,,,,,,,,,,,,,,,,,,,,,,,
74,30,121,60,45,7,9.9,,,,,,,,,,,,,,,,,,,,,,,,
1261,159,1798,489,2498,18,6.6,,,,,,,,,,,,,,,,,,,,,,,,
1261,159,1798,489,2498,18,6.6,,,,,,,,,,,,,,,,,,,,,,,,
2792,797,6347,2063,4449,139,24.5,,,,,,,,,,,,,,,,,,,,,,,,
2792,797,6347,2063,4449,139,24.5,,,,,,,,,,,,,,,,,,,,,,,,
2792,797,6347,2063,4449,139,24.5,,,,,,,,,,,,,,,,,,,,,,,,
2792,797,6347,2063,4449,139,24.5,,,,,,,,,,,,,,,,,,,,,,,,
2792,797,6347,2063,4449,139,24.5,,,,,,,,,,,,,,,,,,,,,,,,
2792,797,6347,2063,4449,139,24,,,,,,,,,,,,,,,,,,,,,,,,
2792,797,6347,2063,4449,139,24,,,,,,,,,,,,,,,,,,,,,,,,
2792,797,6347,2063,4449,139,24.5,,,,,,,,,,,,,,,,,,,,,,,,
2792,797,6347,2063,4449,139,24,,,,,,,,,,,,,,,,,,,,,,,,
2792,797,6347,2063,4449,139,24,,,,,,,,,,,,,,,,,,,,,,,,
2792,797,6347,2063,4449,139,24.5,,,,,,,,,,,,,,,,,,,,,,,,
2792,797,6347,2063,4449,139,24.5,,,,,,,,,,,,,,,,,,,,,,,,
2792,797,6347,2063,4449,139,24,,,,,,,,,,,,,,,,,,,,,,,,
2792,797,6347,2063,4449,139,24.5,,,,,,,,,,,,,,,,,,,,,,,,
703,221,1910,626,2358,72,1.8,,,,,,,,,,,,,,,,,,,,,,,,
703,221,1910,626,2358,72,1.8,,,,,,,,,,,,,,,,,,,,,,,,
703,221,1910,626,2358,72,1.8,,,,,,,,,,,,,,,,,,,,,,,,
703,221,1910,626,2358,72,1,,,,,,,,,,,,,,,,,,,,,,,,
703,221,1910,626,2358,72,1.8,,,,,,,,,,,,,,,,,,,,,,,,
703,221,1910,626,2358,72,1.8,,,,,,,,,,,,,,,,,,,,,,,,
703,221,1910,626,2358,72,1.8,,,,,,,,,,,,,,,,,,,,,,,,
703,221,1910,626,2358,72,1.8,,,,,,,,,,,,,,,,,,,,,,,,
703,221,1910,626,2358,72,1.8,,,,,,,,,,,,,,,,,,,,,,,,
703,221,1910,626,2358,72,1,,,,,,,,,,,,,,,,,,,,,,,,
703,221,1910,626,2358,72,1.8,,,,,,,,,,,,,,,,,,,,,,,,
1258,266,1025,302,2024,35,12,,,,,,,,,,,,,,,,,,,,,,,,
1258,266,1025,302,2024,35,12.2,,,,,,,,,,,,,,,,,,,,,,,,
1258,266,1025,302,2024,35,12.2,,,,,,,,,,,,,,,,,,,,,,,,
1258,266,1025,302,2024,35,12.2,,,,,,,,,,,,,,,,,,,,,,,,
1258,266,1025,302,2024,35,12.2,,,,,,,,,,,,,,,,,,,,,,,,
2057,556,1909,552,4526,110,9,,,,,,,,,,,,,,,,,,,,,,,,
2057,556,1909,552,4526,110,9.4,,,,,,,,,,,,,,,,,,,,,,,,
2057,556,1909,552,4526,110,9,,,,,,,,,,,,,,,,,,,,,,,,
2057,556,1909,552,4526,110,9,,,,,,,,,,,,,,,,,,,,,,,,
2057,556,1909,552,4526,110,9.4,,,,,,,,,,,,,,,,,,,,,,,,
2057,556,1909,552,4526,110,9.4,,,,,,,,,,,,,,,,,,,,,,,,
2057,556,1909,552,4526,110,9.4,,,,,,,,,,,,,,,,,,,,,,,,
2057,556,1909,552,4526,110,9.4,,,,,,,,,,,,,,,,,,,,,,,,
2057,556,1909,552,4526,110,9.4,,,,,,,,,,,,,,,,,,,,,,,,
2057,556,1909,552,4526,110,9.4,,,,,,,,,,,,,,,,,,,,,,,,
2057,556,1909,552,4526,110,9.4,,,,,,,,,,,,,,,,,,,,,,,,
1296,173,1902,400,2696,25,13.7,,,,,,,,,,,,,,,,,,,,,,,,
1296,173,1902,400,2696,25,13.7,,,,,,,,,,,,,,,,,,,,,,,,
1296,173,1902,400,2696,25,13.7,,,,,,,,,,,,,,,,,,,,,,,,
1296,173,1902,400,2696,25,13,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
557,187,1417,615,1911,25,6,,,,,,,,,,,,,,,,,,,,,,,,
557,187,1417,615,1911,25,6.6,,,,,,,,,,,,,,,,,,,,,,,,
557,187,1417,615,1911,25,6.6,,,,,,,,,,,,,,,,,,,,,,,,
557,187,1417,615,1911,25,6.6,,,,,,,,,,,,,,,,,,,,,,,,
557,187,1417,615,1911,25,6,,,,,,,,,,,,,,,,,,,,,,,,
1078,347,1449,351,3398,67,14,,,,,,,,,,,,,,,,,,,,,,,,
1078,347,1449,351,3398,67,14,,,,,,,,,,,,,,,,,,,,,,,,
1078,347,1449,351,3398,67,14,,,,,,,,,,,,,,,,,,,,,,,,
1078,347,1449,351,3398,67,14,,,,,,,,,,,,,,,,,,,,,,,,
1078,347,1449,351,3398,67,14,,,,,,,,,,,,,,,,,,,,,,,,
1078,347,1449,351,3398,67,14,,,,,,,,,,,,,,,,,,,,,,,,
1078,347,1449,351,3398,67,14,,,,,,,,,,,,,,,,,,,,,,,,
3095,301,7216,954,4306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3095,301,7216,954,4306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3095,301,7216,954,4306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3095,301,7216,954,4306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3095,301,7216,954,4306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3095,301,7216,954,4306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3095,301,7216,954,4306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3095,301,7216,954,4306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3095,301,7216,954,4306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3095,301,7216,954,4306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3095,301,7216,954,4306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3095,301,7216,954,4306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3095,301,7216,954,4306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3095,301,7216,954,4306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3095,301,7216,954,4306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3095,301,7216,954,4306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3095,301,7216,954,4306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3095,301,7216,954,4306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3095,301,7216,954,4306,0,0,,,,,,,,,,,,,,,,,,,,,,,,
79,0,181,45,167,6,8.1,,,,,,,,,,,,,,,,,,,,,,,,
79,0,181,45,167,6,8,,,,,,,,,,,,,,,,,,,,,,,,
79,0,181,45,167,6,8,,,,,,,,,,,,,,,,,,,,,,,,
79,0,181,45,167,6,8.1,,,,,,,,,,,,,,,,,,,,,,,,
79,0,181,45,167,6,8,,,,,,,,,,,,,,,,,,,,,,,,
79,0,181,45,167,6,8,,,,,,,,,,,,,,,,,,,,,,,,
9874,164,0,0,325,9,3,,,,,,,,,,,,,,,,,,,,,,,,
9874,164,0,0,325,9,3,,,,,,,,,,,,,,,,,,,,,,,,
9874,164,0,0,325,9,3,,,,,,,,,,,,,,,,,,,,,,,,
9874,164,0,0,325,9,3,,,,,,,,,,,,,,,,,,,,,,,,
9874,164,0,0,325,9,3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,8,4,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,8,4,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,8,4,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,8,4,,,,,,,,,,,,,,,,,,,,,,,,
290,55,575,80,619,9,6.2,,,,,,,,,,,,,,,,,,,,,,,,
290,55,575,80,619,9,6,,,,,,,,,,,,,,,,,,,,,,,,
290,55,575,80,619,9,6,,,,,,,,,,,,,,,,,,,,,,,,
290,55,575,80,619,9,6,,,,,,,,,,,,,,,,,,,,,,,,
290,55,575,80,619,9,6.2,,,,,,,,,,,,,,,,,,,,,,,,
290,55,575,80,619,9,6.2,,,,,,,,,,,,,,,,,,,,,,,,
275,30,427,60,659,0,0,,,,,,,,,,,,,,,,,,,,,,,,
275,30,427,60,659,0,0,,,,,,,,,,,,,,,,,,,,,,,,
275,30,427,60,659,0,0,,,,,,,,,,,,,,,,,,,,,,,,
1592,351,4583,1304,4378,50,26,,,,,,,,,,,,,,,,,,,,,,,,
1592,351,4583,1304,4378,50,26.2,,,,,,,,,,,,,,,,,,,,,,,,
1592,351,4583,1304,4378,50,26.2,,,,,,,,,,,,,,,,,,,,,,,,
1592,351,4583,1304,4378,50,26.2,,,,,,,,,,,,,,,,,,,,,,,,
1592,351,4583,1304,4378,50,26.2,,,,,,,,,,,,,,,,,,,,,,,,
1592,351,4583,1304,4378,50,26.2,,,,,,,,,,,,,,,,,,,,,,,,
1592,351,4583,1304,4378,50,26,,,,,,,,,,,,,,,,,,,,,,,,
1592,351,4583,1304,4378,50,26,,,,,,,,,,,,,,,,,,,,,,,,
1592,351,4583,1304,4378,50,26,,,,,,,,,,,,,,,,,,,,,,,,
1185,87,1908,110,614,20,6.5,,,,,,,,,,,,,,,,,,,,,,,,
1185,87,1908,110,614,20,6.5,,,,,,,,,,,,,,,,,,,,,,,,
1185,87,1908,110,614,20,6.5,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,2.7,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,2.7,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,
55,0,55,0,50,6,2,,,,,,,,,,,,,,,,,,,,,,,,
55,0,55,0,50,6,2,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
2527,439,4925,1054,4712,325,67.1,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,
252,45,347,60,750,4,4.4,,,,,,,,,,,,,,,,,,,,,,,,
252,45,347,60,750,4,4,,,,,,,,,,,,,,,,,,,,,,,,
5135,692,9400,1305,10998,154,24.7,,,,,,,,,,,,,,,,,,,,,,,,
5135,692,9400,1305,10998,154,24.7,,,,,,,,,,,,,,,,,,,,,,,,
5135,692,9400,1305,10998,154,24.7,,,,,,,,,,,,,,,,,,,,,,,,
5135,692,9400,1305,10998,154,24.7,,,,,,,,,,,,,,,,,,,,,,,,
5135,692,9400,1305,10998,154,24.7,,,,,,,,,,,,,,,,,,,,,,,,
5135,692,9400,1305,10998,154,24.7,,,,,,,,,,,,,,,,,,,,,,,,
5135,692,9400,1305,10998,154,24.7,,,,,,,,,,,,,,,,,,,,,,,,
5135,692,9400,1305,10998,154,24.7,,,,,,,,,,,,,,,,,,,,,,,,
5135,692,9400,1305,10998,154,24.7,,,,,,,,,,,,,,,,,,,,,,,,
4354,285,6003,858,6146,105,13,,,,,,,,,,,,,,,,,,,,,,,,
4354,285,6003,858,6146,105,13.3,,,,,,,,,,,,,,,,,,,,,,,,
4354,285,6003,858,6146,105,13.3,,,,,,,,,,,,,,,,,,,,,,,,
4354,285,6003,858,6146,105,13.3,,,,,,,,,,,,,,,,,,,,,,,,
4354,285,6003,858,6146,105,13.3,,,,,,,,,,,,,,,,,,,,,,,,
4354,285,6003,858,6146,105,13.3,,,,,,,,,,,,,,,,,,,,,,,,
4354,285,6003,858,6146,105,13,,,,,,,,,,,,,,,,,,,,,,,,
60,0,84,0,60,4,0.2,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,2,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,
11453,1453,12348,3167,9630,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,
11453,1453,12348,3167,9630,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,
11453,1453,12348,3167,9630,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,
11453,1453,12348,3167,9630,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,
11453,1453,12348,3167,9630,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,
11453,1453,12348,3167,9630,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,
11453,1453,12348,3167,9630,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,
11453,1453,12348,3167,9630,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,
11453,1453,12348,3167,9630,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,
11453,1453,12348,3167,9630,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,
11453,1453,12348,3167,9630,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,
11453,1453,12348,3167,9630,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,
11453,1453,12348,3167,9630,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,
11453,1453,12348,3167,9630,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,
11453,1453,12348,3167,9630,141,43.7,,,,,,,,,,,,,,,,,,,,,,,,
50,40,44,35,71,8,1.6,,,,,,,,,,,,,,,,,,,,,,,,
50,40,44,35,71,8,1,,,,,,,,,,,,,,,,,,,,,,,,
50,40,44,35,71,8,1,,,,,,,,,,,,,,,,,,,,,,,,
50,40,44,35,71,8,1.6,,,,,,,,,,,,,,,,,,,,,,,,
50,40,44,35,71,8,1.6,,,,,,,,,,,,,,,,,,,,,,,,
78,0,0,0,10,6,2.3,,,,,,,,,,,,,,,,,,,,,,,,
78,0,0,0,10,6,2.3,,,,,,,,,,,,,,,,,,,,,,,,
4389,1327,4022,1384,4773,168,15.9,,,,,,,,,,,,,,,,,,,,,,,,
4389,1327,4022,1384,4773,168,15.9,,,,,,,,,,,,,,,,,,,,,,,,
4389,1327,4022,1384,4773,168,15.9,,,,,,,,,,,,,,,,,,,,,,,,
4389,1327,4022,1384,4773,168,15.9,,,,,,,,,,,,,,,,,,,,,,,,
4389,1327,4022,1384,4773,168,15.9,,,,,,,,,,,,,,,,,,,,,,,,
4389,1327,4022,1384,4773,168,15.9,,,,,,,,,,,,,,,,,,,,,,,,
4389,1327,4022,1384,4773,168,15.9,,,,,,,,,,,,,,,,,,,,,,,,
4389,1327,4022,1384,4773,168,15.9,,,,,,,,,,,,,,,,,,,,,,,,
4389,1327,4022,1384,4773,168,15.9,,,,,,,,,,,,,,,,,,,,,,,,
4389,1327,4022,1384,4773,168,15.9,,,,,,,,,,,,,,,,,,,,,,,,
4389,1327,4022,1384,4773,168,15.9,,,,,,,,,,,,,,,,,,,,,,,,
4389,1327,4022,1384,4773,168,15.9,,,,,,,,,,,,,,,,,,,,,,,,
4389,1327,4022,1384,4773,168,15.9,,,,,,,,,,,,,,,,,,,,,,,,
4389,1327,4022,1384,4773,168,15.9,,,,,,,,,,,,,,,,,,,,,,,,
4389,1327,4022,1384,4773,168,15,,,,,,,,,,,,,,,,,,,,,,,,
4389,1327,4022,1384,4773,168,15.9,,,,,,,,,,,,,,,,,,,,,,,,
4389,1327,4022,1384,4773,168,15.9,,,,,,,,,,,,,,,,,,,,,,,,
4389,1327,4022,1384,4773,168,15.9,,,,,,,,,,,,,,,,,,,,,,,,
4389,1327,4022,1384,4773,168,15.9,,,,,,,,,,,,,,,,,,,,,,,,
65,0,283,30,218,2,4.7,,,,,,,,,,,,,,,,,,,,,,,,
146,50,736,60,487,0,0,,,,,,,,,,,,,,,,,,,,,,,,
146,50,736,60,487,0,0,,,,,,,,,,,,,,,,,,,,,,,,
68,0,65,0,45,1,5,,,,,,,,,,,,,,,,,,,,,,,,
5,0,15,0,60,9,5.8,,,,,,,,,,,,,,,,,,,,,,,,
5,0,15,0,60,9,5.8,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,
65,35,145,0,0,4,3.3,,,,,,,,,,,,,,,,,,,,,,,,
71,25,60,50,101,7,14,,,,,,,,,,,,,,,,,,,,,,,,
92,35,662,109,617,6,5,,,,,,,,,,,,,,,,,,,,,,,,
92,35,662,109,617,6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
92,35,662,109,617,6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
2538,587,3355,1077,5040,89,5.9,,,,,,,,,,,,,,,,,,,,,,,,
2538,587,3355,1077,5040,89,5.9,,,,,,,,,,,,,,,,,,,,,,,,
2538,587,3355,1077,5040,89,5.9,,,,,,,,,,,,,,,,,,,,,,,,
2538,587,3355,1077,5040,89,5.9,,,,,,,,,,,,,,,,,,,,,,,,
2538,587,3355,1077,5040,89,5.9,,,,,,,,,,,,,,,,,,,,,,,,
2538,587,3355,1077,5040,89,5.9,,,,,,,,,,,,,,,,,,,,,,,,
2538,587,3355,1077,5040,89,5.9,,,,,,,,,,,,,,,,,,,,,,,,
2538,587,3355,1077,5040,89,5.9,,,,,,,,,,,,,,,,,,,,,,,,
2538,587,3355,1077,5040,89,5,,,,,,,,,,,,,,,,,,,,,,,,
2538,587,3355,1077,5040,89,5.9,,,,,,,,,,,,,,,,,,,,,,,,
2538,587,3355,1077,5040,89,5,,,,,,,,,,,,,,,,,,,,,,,,
2538,587,3355,1077,5040,89,5,,,,,,,,,,,,,,,,,,,,,,,,
425,71,299,45,678,10,8,,,,,,,,,,,,,,,,,,,,,,,,
425,71,299,45,678,10,8.8,,,,,,,,,,,,,,,,,,,,,,,,
425,71,299,45,678,10,8,,,,,,,,,,,,,,,,,,,,,,,,
425,71,299,45,678,10,8,,,,,,,,,,,,,,,,,,,,,,,,
958,113,804,203,1083,25,16,,,,,,,,,,,,,,,,,,,,,,,,
958,113,804,203,1083,25,16.8,,,,,,,,,,,,,,,,,,,,,,,,
958,113,804,203,1083,25,16.8,,,,,,,,,,,,,,,,,,,,,,,,
15,0,0,0,50,3,1,,,,,,,,,,,,,,,,,,,,,,,,
35,5,30,0,45,4,2,,,,,,,,,,,,,,,,,,,,,,,,
35,5,30,0,45,4,2,,,,,,,,,,,,,,,,,,,,,,,,
3035,467,4181,722,3691,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3035,467,4181,722,3691,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3035,467,4181,722,3691,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3035,467,4181,722,3691,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3035,467,4181,722,3691,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3035,467,4181,722,3691,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3035,467,4181,722,3691,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3035,467,4181,722,3691,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3035,467,4181,722,3691,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3035,467,4181,722,3691,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3035,467,4181,722,3691,0,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,20,3,3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,20,3,3,,,,,,,,,,,,,,,,,,,,,,,,
2035,136,1272,40,2691,32,201,,,,,,,,,,,,,,,,,,,,,,,,
2035,136,1272,40,2691,32,201,,,,,,,,,,,,,,,,,,,,,,,,
2035,136,1272,40,2691,32,201,,,,,,,,,,,,,,,,,,,,,,,,
2035,136,1272,40,2691,32,201,,,,,,,,,,,,,,,,,,,,,,,,
2035,136,1272,40,2691,32,201,,,,,,,,,,,,,,,,,,,,,,,,
2035,136,1272,40,2691,32,201,,,,,,,,,,,,,,,,,,,,,,,,
2035,136,1272,40,2691,32,201,,,,,,,,,,,,,,,,,,,,,,,,
2035,136,1272,40,2691,32,201,,,,,,,,,,,,,,,,,,,,,,,,
2035,136,1272,40,2691,32,201,,,,,,,,,,,,,,,,,,,,,,,,
2035,136,1272,40,2691,32,201,,,,,,,,,,,,,,,,,,,,,,,,
2035,136,1272,40,2691,32,201,,,,,,,,,,,,,,,,,,,,,,,,
2035,136,1272,40,2691,32,201,,,,,,,,,,,,,,,,,,,,,,,,
4422,613,6056,1266,5481,45,9,,,,,,,,,,,,,,,,,,,,,,,,
4422,613,6056,1266,5481,45,9.5,,,,,,,,,,,,,,,,,,,,,,,,
4422,613,6056,1266,5481,45,9.5,,,,,,,,,,,,,,,,,,,,,,,,
4422,613,6056,1266,5481,45,9.5,,,,,,,,,,,,,,,,,,,,,,,,
4422,613,6056,1266,5481,45,9.5,,,,,,,,,,,,,,,,,,,,,,,,
4422,613,6056,1266,5481,45,9.5,,,,,,,,,,,,,,,,,,,,,,,,
4422,613,6056,1266,5481,45,9.5,,,,,,,,,,,,,,,,,,,,,,,,
4422,613,6056,1266,5481,45,9,,,,,,,,,,,,,,,,,,,,,,,,
4422,613,6056,1266,5481,45,9,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,5,11,6,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,5,11,6,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,5,11,6,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,5,11,6,,,,,,,,,,,,,,,,,,,,,,,,
860,40,290,50,0,4,6.3,,,,,,,,,,,,,,,,,,,,,,,,
860,40,290,50,0,4,6,,,,,,,,,,,,,,,,,,,,,,,,
