TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
休日に受診した患者延べ数,休日に受診した患者延べ数_うち診察後直ちに入院となった患者延べ数,夜間・時間外に受診した患者延べ数,夜間・時間外に受診した患者延べ数_うち診察後直ちに入院となった患者延べ数,救急車の受入件数,施設全体_医師_常勤,施設全体_医師_非常勤,,,,,,,,,,,,,うち、予定外の救急医療入院の患者（年間）,在棟患者延べ数（年間）,退棟患者数（年間）,新規入棟患者数（年間）.1,うち、院内の他病棟からの転棟（年間）,うち、家庭からの入院（年間）,うち、他の病院、診療所からの転院（年間）,うち、介護施設、福祉施設からの入院（年間）,うち、介護医療院からの入院（年間）,うち、院内の出生（年間）,うち、その他（年間）,構想区域人口
0,0,0,0,0,3,3.1,,,,,,,,,,,,,,,,,,,,,,,,
44,5,50,0,60,1,1.7,,,,,,,,,,,,,,,,,,,,,,,,
2107,564,1690,537,2151,46,8,,,,,,,,,,,,,,,,,,,,,,,,
2107,564,1690,537,2151,46,8,,,,,,,,,,,,,,,,,,,,,,,,
2107,564,1690,537,2151,46,8.6,,,,,,,,,,,,,,,,,,,,,,,,
2107,564,1690,537,2151,46,8.6,,,,,,,,,,,,,,,,,,,,,,,,
2107,564,1690,537,2151,46,8.6,,,,,,,,,,,,,,,,,,,,,,,,
2107,564,1690,537,2151,46,8.6,,,,,,,,,,,,,,,,,,,,,,,,
2107,564,1690,537,2151,46,8,,,,,,,,,,,,,,,,,,,,,,,,
2107,564,1690,537,2151,46,8.6,,,,,,,,,,,,,,,,,,,,,,,,
379,75,334,153,232,17,3,,,,,,,,,,,,,,,,,,,,,,,,
379,75,334,153,232,17,3,,,,,,,,,,,,,,,,,,,,,,,,
379,75,334,153,232,17,3,,,,,,,,,,,,,,,,,,,,,,,,
379,75,334,153,232,17,3,,,,,,,,,,,,,,,,,,,,,,,,
396,65,706,151,498,92,3.8,,,,,,,,,,,,,,,,,,,,,,,,
396,65,706,151,498,92,3,,,,,,,,,,,,,,,,,,,,,,,,
396,65,706,151,498,92,3.8,,,,,,,,,,,,,,,,,,,,,,,,
396,65,706,151,498,92,3,,,,,,,,,,,,,,,,,,,,,,,,
396,65,706,151,498,92,3.8,,,,,,,,,,,,,,,,,,,,,,,,
396,65,706,151,498,92,3.8,,,,,,,,,,,,,,,,,,,,,,,,
396,65,706,151,498,92,3.8,,,,,,,,,,,,,,,,,,,,,,,,
396,65,706,151,498,92,3,,,,,,,,,,,,,,,,,,,,,,,,
396,65,706,151,498,92,3.8,,,,,,,,,,,,,,,,,,,,,,,,
396,65,706,151,498,92,3.8,,,,,,,,,,,,,,,,,,,,,,,,
1470,205,2269,463,1396,25,3.7,,,,,,,,,,,,,,,,,,,,,,,,
1470,205,2269,463,1396,25,3.7,,,,,,,,,,,,,,,,,,,,,,,,
1470,205,2269,463,1396,25,3,,,,,,,,,,,,,,,,,,,,,,,,
1470,205,2269,463,1396,25,3.7,,,,,,,,,,,,,,,,,,,,,,,,
1429,249,3218,944,1196,40,3.6,,,,,,,,,,,,,,,,,,,,,,,,
1429,249,3218,944,1196,40,3.6,,,,,,,,,,,,,,,,,,,,,,,,
1429,249,3218,944,1196,40,3.6,,,,,,,,,,,,,,,,,,,,,,,,
1429,249,3218,944,1196,40,3.6,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,5,1,,,,,,,,,,,,,,,,,,,,,,,,
216,15,15,5,60,6,1.5,,,,,,,,,,,,,,,,,,,,,,,,
216,15,15,5,60,6,1,,,,,,,,,,,,,,,,,,,,,,,,
278,0,0,0,20,4,0.2,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,1,4,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
3178,601,6924,1344,4603,115,8.1,,,,,,,,,,,,,,,,,,,,,,,,
3178,601,6924,1344,4603,115,8.1,,,,,,,,,,,,,,,,,,,,,,,,
3178,601,6924,1344,4603,115,8.1,,,,,,,,,,,,,,,,,,,,,,,,
3178,601,6924,1344,4603,115,8.1,,,,,,,,,,,,,,,,,,,,,,,,
3178,601,6924,1344,4603,115,8.1,,,,,,,,,,,,,,,,,,,,,,,,
3178,601,6924,1344,4603,115,8.1,,,,,,,,,,,,,,,,,,,,,,,,
3178,601,6924,1344,4603,115,8.1,,,,,,,,,,,,,,,,,,,,,,,,
3178,601,6924,1344,4603,115,8.1,,,,,,,,,,,,,,,,,,,,,,,,
3178,601,6924,1344,4603,115,8.1,,,,,,,,,,,,,,,,,,,,,,,,
3178,601,6924,1344,4603,115,8.1,,,,,,,,,,,,,,,,,,,,,,,,
3178,601,6924,1344,4603,115,8.1,,,,,,,,,,,,,,,,,,,,,,,,
3216,407,3074,2254,2839,48,3.3,,,,,,,,,,,,,,,,,,,,,,,,
3216,407,3074,2254,2839,48,3.3,,,,,,,,,,,,,,,,,,,,,,,,
3216,407,3074,2254,2839,48,3.3,,,,,,,,,,,,,,,,,,,,,,,,
3216,407,3074,2254,2839,48,3,,,,,,,,,,,,,,,,,,,,,,,,
3216,407,3074,2254,2839,48,3.3,,,,,,,,,,,,,,,,,,,,,,,,
3216,407,3074,2254,2839,48,3.3,,,,,,,,,,,,,,,,,,,,,,,,
3216,407,3074,2254,2839,48,3.3,,,,,,,,,,,,,,,,,,,,,,,,
3216,407,3074,2254,2839,48,3,,,,,,,,,,,,,,,,,,,,,,,,
3216,407,3074,2254,2839,48,3,,,,,,,,,,,,,,,,,,,,,,,,
159,55,205,68,98,7,8.1,,,,,,,,,,,,,,,,,,,,,,,,
159,55,205,68,98,7,8.1,,,,,,,,,,,,,,,,,,,,,,,,
159,55,205,68,98,7,8.1,,,,,,,,,,,,,,,,,,,,,,,,
189,0,50,5,50,2,4,,,,,,,,,,,,,,,,,,,,,,,,
1996,616,1719,567,2004,50,0,,,,,,,,,,,,,,,,,,,,,,,,
1996,616,1719,567,2004,50,0,,,,,,,,,,,,,,,,,,,,,,,,
1996,616,1719,567,2004,50,0,,,,,,,,,,,,,,,,,,,,,,,,
1996,616,1719,567,2004,50,0,,,,,,,,,,,,,,,,,,,,,,,,
1996,616,1719,567,2004,50,0,,,,,,,,,,,,,,,,,,,,,,,,
1996,616,1719,567,2004,50,0,,,,,,,,,,,,,,,,,,,,,,,,
1996,616,1719,567,2004,50,0,,,,,,,,,,,,,,,,,,,,,,,,
1996,616,1719,567,2004,50,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,
20,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,45,45,0,19,6,,,,,,,,,,,,,,,,,,,,,,,,
0,0,45,45,0,19,6,,,,,,,,,,,,,,,,,,,,,,,,
184,15,182,35,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
430,60,325,75,322,4,4.8,,,,,,,,,,,,,,,,,,,,,,,,
2787,590,5730,1370,4243,103,9,,,,,,,,,,,,,,,,,,,,,,,,
2787,590,5730,1370,4243,103,9,,,,,,,,,,,,,,,,,,,,,,,,
2787,590,5730,1370,4243,103,9,,,,,,,,,,,,,,,,,,,,,,,,
2787,590,5730,1370,4243,103,9,,,,,,,,,,,,,,,,,,,,,,,,
2787,590,5730,1370,4243,103,9,,,,,,,,,,,,,,,,,,,,,,,,
2787,590,5730,1370,4243,103,9,,,,,,,,,,,,,,,,,,,,,,,,
2787,590,5730,1370,4243,103,9,,,,,,,,,,,,,,,,,,,,,,,,
2787,590,5730,1370,4243,103,9,,,,,,,,,,,,,,,,,,,,,,,,
2787,590,5730,1370,4243,103,9,,,,,,,,,,,,,,,,,,,,,,,,
2787,590,5730,1370,4243,103,9,,,,,,,,,,,,,,,,,,,,,,,,
2787,590,5730,1370,4243,103,9,,,,,,,,,,,,,,,,,,,,,,,,
2787,590,5730,1370,4243,103,9,,,,,,,,,,,,,,,,,,,,,,,,
2787,590,5730,1370,4243,103,9,,,,,,,,,,,,,,,,,,,,,,,,
2787,590,5730,1370,4243,103,9,,,,,,,,,,,,,,,,,,,,,,,,
2787,590,5730,1370,4243,103,9,,,,,,,,,,,,,,,,,,,,,,,,
2787,590,5730,1370,4243,103,9,,,,,,,,,,,,,,,,,,,,,,,,
171,0,0,0,15,6,1,,,,,,,,,,,,,,,,,,,,,,,,
171,0,0,0,15,6,1,,,,,,,,,,,,,,,,,,,,,,,,
171,0,0,0,15,6,1,,,,,,,,,,,,,,,,,,,,,,,,
171,0,0,0,15,6,1,,,,,,,,,,,,,,,,,,,,,,,,
171,0,0,0,15,6,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
25,0,45,0,20,4,1,,,,,,,,,,,,,,,,,,,,,,,,
3081,892,8715,2409,6795,181,4.4,,,,,,,,,,,,,,,,,,,,,,,,
3081,892,8715,2409,6795,181,4.4,,,,,,,,,,,,,,,,,,,,,,,,
3081,892,8715,2409,6795,181,4.4,,,,,,,,,,,,,,,,,,,,,,,,
3081,892,8715,2409,6795,181,4.4,,,,,,,,,,,,,,,,,,,,,,,,
3081,892,8715,2409,6795,181,4.4,,,,,,,,,,,,,,,,,,,,,,,,
3081,892,8715,2409,6795,181,4.4,,,,,,,,,,,,,,,,,,,,,,,,
3081,892,8715,2409,6795,181,4.4,,,,,,,,,,,,,,,,,,,,,,,,
3081,892,8715,2409,6795,181,4.4,,,,,,,,,,,,,,,,,,,,,,,,
3081,892,8715,2409,6795,181,4.4,,,,,,,,,,,,,,,,,,,,,,,,
3081,892,8715,2409,6795,181,4.4,,,,,,,,,,,,,,,,,,,,,,,,
3081,892,8715,2409,6795,181,4.4,,,,,,,,,,,,,,,,,,,,,,,,
3081,892,8715,2409,6795,181,4.4,,,,,,,,,,,,,,,,,,,,,,,,
3081,892,8715,2409,6795,181,4,,,,,,,,,,,,,,,,,,,,,,,,
3081,892,8715,2409,6795,181,4,,,,,,,,,,,,,,,,,,,,,,,,
3081,892,8715,2409,6795,181,4,,,,,,,,,,,,,,,,,,,,,,,,
3081,892,8715,2409,6795,181,4,,,,,,,,,,,,,,,,,,,,,,,,
3081,892,8715,2409,6795,181,4,,,,,,,,,,,,,,,,,,,,,,,,
3081,892,8715,2409,6795,181,4.4,,,,,,,,,,,,,,,,,,,,,,,,
60,0,0,0,0,4,10,,,,,,,,,,,,,,,,,,,,,,,,
3110,259,4413,531,1741,51,6.5,,,,,,,,,,,,,,,,,,,,,,,,
3110,259,4413,531,1741,51,6.5,,,,,,,,,,,,,,,,,,,,,,,,
3110,259,4413,531,1741,51,6.5,,,,,,,,,,,,,,,,,,,,,,,,
3110,259,4413,531,1741,51,6.5,,,,,,,,,,,,,,,,,,,,,,,,
3110,259,4413,531,1741,51,6.5,,,,,,,,,,,,,,,,,,,,,,,,
3110,259,4413,531,1741,51,6.5,,,,,,,,,,,,,,,,,,,,,,,,
278,0,35,5,25,3,3,,,,,,,,,,,,,,,,,,,,,,,,
278,0,35,5,25,3,3,,,,,,,,,,,,,,,,,,,,,,,,
278,0,35,5,25,3,3,,,,,,,,,,,,,,,,,,,,,,,,
695,80,851,205,426,16,7,,,,,,,,,,,,,,,,,,,,,,,,
695,80,851,205,426,16,7,,,,,,,,,,,,,,,,,,,,,,,,
695,80,851,205,426,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,
695,80,851,205,426,16,7.5,,,,,,,,,,,,,,,,,,,,,,,,
20,15,0,0,20,11,3,,,,,,,,,,,,,,,,,,,,,,,,
20,15,0,0,20,11,3.1,,,,,,,,,,,,,,,,,,,,,,,,
20,15,0,0,20,11,3,,,,,,,,,,,,,,,,,,,,,,,,
20,15,0,0,20,11,3,,,,,,,,,,,,,,,,,,,,,,,,
31,0,0,0,0,4,2,,,,,,,,,,,,,,,,,,,,,,,,
111,55,223,61,112,9,24,,,,,,,,,,,,,,,,,,,,,,,,
111,55,223,61,112,9,24,,,,,,,,,,,,,,,,,,,,,,,,
111,55,223,61,112,9,24,,,,,,,,,,,,,,,,,,,,,,,,
111,55,223,61,112,9,24,,,,,,,,,,,,,,,,,,,,,,,,
535,60,219,55,163,7,1,,,,,,,,,,,,,,,,,,,,,,,,
535,60,219,55,163,7,1.5,,,,,,,,,,,,,,,,,,,,,,,,
552,60,489,111,261,6,7.3,,,,,,,,,,,,,,,,,,,,,,,,
552,60,489,111,261,6,7.3,,,,,,,,,,,,,,,,,,,,,,,,
552,60,489,111,261,6,7,,,,,,,,,,,,,,,,,,,,,,,,
3314,548,4458,1050,2735,82,5,,,,,,,,,,,,,,,,,,,,,,,,
3314,548,4458,1050,2735,82,5,,,,,,,,,,,,,,,,,,,,,,,,
3314,548,4458,1050,2735,82,5,,,,,,,,,,,,,,,,,,,,,,,,
3314,548,4458,1050,2735,82,5,,,,,,,,,,,,,,,,,,,,,,,,
3314,548,4458,1050,2735,82,5,,,,,,,,,,,,,,,,,,,,,,,,
3314,548,4458,1050,2735,82,5,,,,,,,,,,,,,,,,,,,,,,,,
3314,548,4458,1050,2735,82,5,,,,,,,,,,,,,,,,,,,,,,,,
3314,548,4458,1050,2735,82,5,,,,,,,,,,,,,,,,,,,,,,,,
3314,548,4458,1050,2735,82,5,,,,,,,,,,,,,,,,,,,,,,,,
3314,548,4458,1050,2735,82,5,,,,,,,,,,,,,,,,,,,,,,,,
3314,548,4458,1050,2735,82,5,,,,,,,,,,,,,,,,,,,,,,,,
5,5,25,20,5,4,0.3,,,,,,,,,,,,,,,,,,,,,,,,
2249,303,1190,271,1030,21,6.1,,,,,,,,,,,,,,,,,,,,,,,,
2249,303,1190,271,1030,21,6,,,,,,,,,,,,,,,,,,,,,,,,
2249,303,1190,271,1030,21,6.1,,,,,,,,,,,,,,,,,,,,,,,,
2249,303,1190,271,1030,21,6,,,,,,,,,,,,,,,,,,,,,,,,
2249,303,1190,271,1030,21,6.1,,,,,,,,,,,,,,,,,,,,,,,,
2249,303,1190,271,1030,21,6,,,,,,,,,,,,,,,,,,,,,,,,
495,30,794,84,159,0,0,,,,,,,,,,,,,,,,,,,,,,,,
495,30,794,84,159,0,0,,,,,,,,,,,,,,,,,,,,,,,,
349,55,284,55,381,10,3.5,,,,,,,,,,,,,,,,,,,,,,,,
349,55,284,55,381,10,3,,,,,,,,,,,,,,,,,,,,,,,,
349,55,284,55,381,10,3.5,,,,,,,,,,,,,,,,,,,,,,,,
79,50,252,146,67,8,4.1,,,,,,,,,,,,,,,,,,,,,,,,
79,50,252,146,67,8,4.1,,,,,,,,,,,,,,,,,,,,,,,,
230,0,50,0,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,
173,40,81,30,60,11,6.8,,,,,,,,,,,,,,,,,,,,,,,,
173,40,81,30,60,11,6,,,,,,,,,,,,,,,,,,,,,,,,
173,40,81,30,60,11,6,,,,,,,,,,,,,,,,,,,,,,,,
2233,782,3619,1499,1690,387,20.3,,,,,,,,,,,,,,,,,,,,,,,,
2233,782,3619,1499,1690,387,20.3,,,,,,,,,,,,,,,,,,,,,,,,
2233,782,3619,1499,1690,387,20,,,,,,,,,,,,,,,,,,,,,,,,
2233,782,3619,1499,1690,387,20.3,,,,,,,,,,,,,,,,,,,,,,,,
2233,782,3619,1499,1690,387,20.3,,,,,,,,,,,,,,,,,,,,,,,,
2233,782,3619,1499,1690,387,20.3,,,,,,,,,,,,,,,,,,,,,,,,
2233,782,3619,1499,1690,387,20.3,,,,,,,,,,,,,,,,,,,,,,,,
2233,782,3619,1499,1690,387,20.3,,,,,,,,,,,,,,,,,,,,,,,,
2233,782,3619,1499,1690,387,20.3,,,,,,,,,,,,,,,,,,,,,,,,
2233,782,3619,1499,1690,387,20.3,,,,,,,,,,,,,,,,,,,,,,,,
2233,782,3619,1499,1690,387,20.3,,,,,,,,,,,,,,,,,,,,,,,,
2233,782,3619,1499,1690,387,20.3,,,,,,,,,,,,,,,,,,,,,,,,
2233,782,3619,1499,1690,387,20.3,,,,,,,,,,,,,,,,,,,,,,,,
2233,782,3619,1499,1690,387,20.3,,,,,,,,,,,,,,,,,,,,,,,,
2233,782,3619,1499,1690,387,20.3,,,,,,,,,,,,,,,,,,,,,,,,
335,122,674,280,655,21,1.5,,,,,,,,,,,,,,,,,,,,,,,,
335,122,674,280,655,21,1.5,,,,,,,,,,,,,,,,,,,,,,,,
335,122,674,280,655,21,1,,,,,,,,,,,,,,,,,,,,,,,,
66,0,50,0,15,3,0,,,,,,,,,,,,,,,,,,,,,,,,
66,0,50,0,15,3,0.2,,,,,,,,,,,,,,,,,,,,,,,,
6449,559,8273,970,5456,146,33,,,,,,,,,,,,,,,,,,,,,,,,
6449,559,8273,970,5456,146,33.1,,,,,,,,,,,,,,,,,,,,,,,,
6449,559,8273,970,5456,146,33.1,,,,,,,,,,,,,,,,,,,,,,,,
6449,559,8273,970,5456,146,33.1,,,,,,,,,,,,,,,,,,,,,,,,
6449,559,8273,970,5456,146,33.1,,,,,,,,,,,,,,,,,,,,,,,,
6449,559,8273,970,5456,146,33,,,,,,,,,,,,,,,,,,,,,,,,
6449,559,8273,970,5456,146,33,,,,,,,,,,,,,,,,,,,,,,,,
6449,559,8273,970,5456,146,33.1,,,,,,,,,,,,,,,,,,,,,,,,
6449,559,8273,970,5456,146,33,,,,,,,,,,,,,,,,,,,,,,,,
6449,559,8273,970,5456,146,33.1,,,,,,,,,,,,,,,,,,,,,,,,
6449,559,8273,970,5456,146,33.1,,,,,,,,,,,,,,,,,,,,,,,,
6449,559,8273,970,5456,146,33.1,,,,,,,,,,,,,,,,,,,,,,,,
6449,559,8273,970,5456,146,33.1,,,,,,,,,,,,,,,,,,,,,,,,
377,73,533,171,272,24,2.7,,,,,,,,,,,,,,,,,,,,,,,,
377,73,533,171,272,24,2.7,,,,,,,,,,,,,,,,,,,,,,,,
377,73,533,171,272,24,2,,,,,,,,,,,,,,,,,,,,,,,,
377,73,533,171,272,24,2.7,,,,,,,,,,,,,,,,,,,,,,,,
377,73,533,171,272,24,2.7,,,,,,,,,,,,,,,,,,,,,,,,
377,73,533,171,272,24,2.7,,,,,,,,,,,,,,,,,,,,,,,,
377,73,533,171,272,24,2.7,,,,,,,,,,,,,,,,,,,,,,,,
377,73,533,171,272,24,2.7,,,,,,,,,,,,,,,,,,,,,,,,
377,73,533,171,272,24,2.7,,,,,,,,,,,,,,,,,,,,,,,,
377,73,533,171,272,24,2.7,,,,,,,,,,,,,,,,,,,,,,,,
377,73,533,171,272,24,2.7,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,
45,0,35,5,30,4,1.8,,,,,,,,,,,,,,,,,,,,,,,,
58,0,40,0,20,3,0,,,,,,,,,,,,,,,,,,,,,,,,
794,87,781,118,599,6,6.4,,,,,,,,,,,,,,,,,,,,,,,,
0,0,15,5,30,2,2,,,,,,,,,,,,,,,,,,,,,,,,
45,20,45,35,40,5,2.3,,,,,,,,,,,,,,,,,,,,,,,,
45,20,45,35,40,5,2,,,,,,,,,,,,,,,,,,,,,,,,
896,95,637,176,500,13,4.8,,,,,,,,,,,,,,,,,,,,,,,,
896,95,637,176,500,13,4.8,,,,,,,,,,,,,,,,,,,,,,,,
896,95,637,176,500,13,4,,,,,,,,,,,,,,,,,,,,,,,,
896,95,637,176,500,13,4.8,,,,,,,,,,,,,,,,,,,,,,,,
896,95,637,176,500,13,4.8,,,,,,,,,,,,,,,,,,,,,,,,
896,95,637,176,500,13,4,,,,,,,,,,,,,,,,,,,,,,,,
1595,102,867,155,770,8,0,,,,,,,,,,,,,,,,,,,,,,,,
1595,102,867,155,770,8,0,,,,,,,,,,,,,,,,,,,,,,,,
1903,662,1166,415,1946,46,4,,,,,,,,,,,,,,,,,,,,,,,,
1903,662,1166,415,1946,46,4.9,,,,,,,,,,,,,,,,,,,,,,,,
1903,662,1166,415,1946,46,4.9,,,,,,,,,,,,,,,,,,,,,,,,
1903,662,1166,415,1946,46,4,,,,,,,,,,,,,,,,,,,,,,,,
1903,662,1166,415,1946,46,4.9,,,,,,,,,,,,,,,,,,,,,,,,
1903,662,1166,415,1946,46,4.9,,,,,,,,,,,,,,,,,,,,,,,,
1903,662,1166,415,1946,46,4.9,,,,,,,,,,,,,,,,,,,,,,,,
241,60,239,68,153,13,4,,,,,,,,,,,,,,,,,,,,,,,,
241,60,239,68,153,13,4,,,,,,,,,,,,,,,,,,,,,,,,
241,60,239,68,153,13,4,,,,,,,,,,,,,,,,,,,,,,,,
241,60,239,68,153,13,4,,,,,,,,,,,,,,,,,,,,,,,,
295,40,87,60,76,4,2.6,,,,,,,,,,,,,,,,,,,,,,,,
314,30,335,45,213,7,3.8,,,,,,,,,,,,,,,,,,,,,,,,
462,122,1630,497,977,15,6.5,,,,,,,,,,,,,,,,,,,,,,,,
462,122,1630,497,977,15,6,,,,,,,,,,,,,,,,,,,,,,,,
462,122,1630,497,977,15,6.5,,,,,,,,,,,,,,,,,,,,,,,,
462,122,1630,497,977,15,6.5,,,,,,,,,,,,,,,,,,,,,,,,
462,122,1630,497,977,15,6.5,,,,,,,,,,,,,,,,,,,,,,,,
462,122,1630,497,977,15,6.5,,,,,,,,,,,,,,,,,,,,,,,,
462,122,1630,497,977,15,6.5,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,5,1.7,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,5,3,,,,,,,,,,,,,,,,,,,,,,,,
1299,226,3385,1015,1984,57,16.1,,,,,,,,,,,,,,,,,,,,,,,,
1299,226,3385,1015,1984,57,16.1,,,,,,,,,,,,,,,,,,,,,,,,
1299,226,3385,1015,1984,57,16.1,,,,,,,,,,,,,,,,,,,,,,,,
1299,226,3385,1015,1984,57,16.1,,,,,,,,,,,,,,,,,,,,,,,,
1299,226,3385,1015,1984,57,16.1,,,,,,,,,,,,,,,,,,,,,,,,
1299,226,3385,1015,1984,57,16.1,,,,,,,,,,,,,,,,,,,,,,,,
1299,226,3385,1015,1984,57,16.1,,,,,,,,,,,,,,,,,,,,,,,,
1299,226,3385,1015,1984,57,16.1,,,,,,,,,,,,,,,,,,,,,,,,
1299,226,3385,1015,1984,57,16.1,,,,,,,,,,,,,,,,,,,,,,,,
246,60,621,473,60,13,4,,,,,,,,,,,,,,,,,,,,,,,,
246,60,621,473,60,13,4,,,,,,,,,,,,,,,,,,,,,,,,
246,60,621,473,60,13,4,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40.7,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40.7,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40.7,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40.7,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40.7,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40.7,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40.7,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40.7,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40.7,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40.7,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40.7,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40.7,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40.7,,,,,,,,,,,,,,,,,,,,,,,,
6106,1281,8164,1526,5327,195,40,,,,,,,,,,,,,,,,,,,,,,,,
185,20,86,20,50,12,3,,,,,,,,,,,,,,,,,,,,,,,,
185,20,86,20,50,12,3,,,,,,,,,,,,,,,,,,,,,,,,
185,20,86,20,50,12,3,,,,,,,,,,,,,,,,,,,,,,,,
185,20,86,20,50,12,3.6,,,,,,,,,,,,,,,,,,,,,,,,
2294,345,3446,487,1630,32,7.9,,,,,,,,,,,,,,,,,,,,,,,,
2294,345,3446,487,1630,32,7.9,,,,,,,,,,,,,,,,,,,,,,,,
2294,345,3446,487,1630,32,7.9,,,,,,,,,,,,,,,,,,,,,,,,
2294,345,3446,487,1630,32,7.9,,,,,,,,,,,,,,,,,,,,,,,,
2294,345,3446,487,1630,32,7,,,,,,,,,,,,,,,,,,,,,,,,
2294,345,3446,487,1630,32,7.9,,,,,,,,,,,,,,,,,,,,,,,,
2294,345,3446,487,1630,32,7.9,,,,,,,,,,,,,,,,,,,,,,,,
1745,347,3878,1047,3304,41,26,,,,,,,,,,,,,,,,,,,,,,,,
1745,347,3878,1047,3304,41,26,,,,,,,,,,,,,,,,,,,,,,,,
1745,347,3878,1047,3304,41,26.4,,,,,,,,,,,,,,,,,,,,,,,,
1745,347,3878,1047,3304,41,26.4,,,,,,,,,,,,,,,,,,,,,,,,
1745,347,3878,1047,3304,41,26.4,,,,,,,,,,,,,,,,,,,,,,,,
1745,347,3878,1047,3304,41,26.4,,,,,,,,,,,,,,,,,,,,,,,,
1745,347,3878,1047,3304,41,26.4,,,,,,,,,,,,,,,,,,,,,,,,
1745,347,3878,1047,3304,41,26.4,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,6,1,,,,,,,,,,,,,,,,,,,,,,,,
135,0,69,0,35,2,1.3,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
516,60,1130,192,1090,23,6.7,,,,,,,,,,,,,,,,,,,,,,,,
516,60,1130,192,1090,23,6.7,,,,,,,,,,,,,,,,,,,,,,,,
516,60,1130,192,1090,23,6,,,,,,,,,,,,,,,,,,,,,,,,
516,60,1130,192,1090,23,6,,,,,,,,,,,,,,,,,,,,,,,,
516,60,1130,192,1090,23,6,,,,,,,,,,,,,,,,,,,,,,,,
516,60,1130,192,1090,23,6,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,
0,0,0,0,0,3,4,,,,,,,,,,,,,,,,,,,,,,,,
3198,360,1356,852,3255,142,1,,,,,,,,,,,,,,,,,,,,,,,,
3198,360,1356,852,3255,142,1,,,,,,,,,,,,,,,,,,,,,,,,
